instance,solver,time,val
20_8_3_74,ConstHeu,0.00,50.00
20_8_3_18,BinP,0.00,27.00
20_8_3_18,3Idx,0.02,27.00
20_8_3_18,ConstHeu,0.00,62.00
20_8_3_27,BinP,0.00,10.00
20_8_3_27,3Idx,0.01,10.00
20_8_3_27,ConstHeu,0.00,43.00
20_8_3_67,BinP,0.01,18.00
20_8_3_67,3Idx,0.02,18.00
20_8_3_67,ConstHeu,0.00,52.00
20_8_3_31,BinP,0.00,17.00
20_8_3_31,3Idx,0.03,17.00
20_8_3_31,ConstHeu,0.00,53.00
20_8_3_5,BinP,0.14,30.00
20_8_3_5,3Idx,0.06,30.00
20_8_3_75,BinP,0.01,26.00
20_8_3_75,3Idx,0.04,26.00
20_8_3_75,ConstHeu,0.00,61.00
20_8_3_60,BinP,0.00,21.00
20_8_3_60,3Idx,0.03,21.00
20_8_3_60,ConstHeu,0.00,64.00
20_8_3_73,BinP,0.00,22.00
20_8_3_73,3Idx,0.03,22.00
20_8_3_73,ConstHeu,0.00,55.00
20_8_3_52,BinP,0.01,24.00
20_8_3_52,3Idx,0.03,24.00
20_8_3_52,ConstHeu,0.00,60.00
20_8_3_17,BinP,0.00,15.00
20_8_3_17,3Idx,0.03,15.00
20_8_3_19,BinP,0.00,16.00
20_8_3_19,3Idx,0.03,16.00
20_8_3_19,ConstHeu,0.00,58.00
20_8_3_99,BinP,0.02,30.00
20_8_3_99,3Idx,0.12,30.00
20_8_3_48,BinP,0.03,16.00
20_8_3_48,3Idx,0.05,16.00
20_8_3_48,ConstHeu,0.00,51.00
20_8_3_59,BinP,0.17,44.00
20_8_3_59,3Idx,0.11,44.00
20_8_3_53,BinP,0.18,41.00
20_8_3_53,3Idx,0.10,41.00
20_8_3_35,BinP,0.01,20.00
20_8_3_35,3Idx,0.02,20.00
20_8_3_35,ConstHeu,0.00,56.00
20_8_3_38,BinP,0.01,18.00
20_8_3_38,3Idx,0.03,18.00
20_8_3_38,ConstHeu,0.00,56.00
20_8_3_93,BinP,0.01,17.00
20_8_3_93,3Idx,0.15,17.00
20_8_3_93,ConstHeu,0.00,67.00
20_8_3_41,BinP,0.01,20.00
20_8_3_41,3Idx,0.02,20.00
20_8_3_41,ConstHeu,0.00,80.00
20_8_3_82,BinP,0.02,30.00
20_8_3_82,3Idx,0.25,30.00
20_8_3_54,BinP,0.01,27.00
20_8_3_54,3Idx,0.08,27.00
20_8_3_54,ConstHeu,0.00,92.00
20_8_3_78,BinP,0.00,15.00
20_8_3_78,3Idx,0.02,15.00
20_8_3_78,ConstHeu,0.00,51.00
20_8_3_55,BinP,0.02,23.00
20_8_3_55,3Idx,0.20,23.00
20_8_3_65,BinP,0.00,19.00
20_8_3_65,3Idx,0.16,19.00
20_8_3_65,ConstHeu,0.00,67.00
20_8_3_40,BinP,0.01,19.00
20_8_3_40,3Idx,0.06,19.00
20_8_3_40,ConstHeu,0.00,58.00
20_8_3_29,BinP,0.00,21.00
20_8_3_29,3Idx,0.03,21.00
20_8_3_29,ConstHeu,0.00,64.00
